lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,33_dbm,25_dbm,195_dbm,181_dbm,208_dbm,189_dbm,200_dbm,246_dbm,188_dbm,476_dbm,443_dbm,timestamp,intersection_points,label
24.7894403,120.9950127,3.0,328.0,0.0,31.14,3.12,-33.84,85.89284,-92,-84,0,0,0,0,0,0,0,0,0,15,0,0
24.7894403,120.9950127,3.0,328.0,0.0,40.079998,15.78,-16.68,-20.115175,-92,-84,0,0,0,0,0,0,0,0,0,15,0,0
24.7894448,120.9950065,3.0,328.0,0.0,45.0,1.4399999,3.6,-112.2277,-92,-84,0,0,0,0,0,0,0,0,0,15,0,0
24.7894464,120.9949988,3.0,328.0,0.0,45.12,-0.59999996,-9.42,-81.664444,-92,-84,0,0,0,0,0,0,0,0,0,15,0,0
24.7894605,120.9949966,3.0,324.0,0.0,42.059998,7.2,-16.619999,83.89071,-92,-84,0,0,0,0,0,0,0,0,0,15,0,0
24.7894633,120.9949893,3.0,324.0,0.0,45.84,4.92,-1.5,-77.76428,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894633,120.9949893,3.0,324.0,0.0,44.399998,2.7,8.76,-131.82089,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894657,120.9949818,3.0,324.0,0.0,42.239998,10.08,-10.8,-75.66617,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894657,120.9949818,3.0,324.0,0.0,40.379997,16.44,-5.7,-42.034256,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,41.82,15.54,1.1999999,-27.050758,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,39.48,16.56,8.5199995,-78.44439,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,38.219997,20.039999,-8.5199995,-43.665455,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,36.54,24.42,0.96,-47.011524,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,35.399998,22.56,9.66,-55.975903,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894809,120.9949779,3.0,324.0,0.0,35.16,24.42,7.68,-50.079777,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894959,120.9949697,3.0,319.0,0.0,34.92,26.64,-6.06,-48.026627,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894959,120.9949697,3.0,319.0,0.0,28.26,22.92,-28.5,51.211426,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894959,120.9949697,3.0,319.0,0.0,28.26,29.82,-19.98,-7.090044,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7894959,120.9949697,3.0,319.0,0.0,41.64,17.279999,-1.26,-119.66538,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7895087,120.9949591,3.0,321.0,0.0,41.34,3.12,-15.48,-78.99328,-84,0,-94,0,0,0,0,0,0,0,0,15,0,0
24.7895448,120.9949018,3.0,310.0,0.0,41.82,-7.2599998,-22.26,-60.955772,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895467,120.9948941,3.0,310.0,0.0,44.879997,-11.4,-12.66,-116.06375,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895614,120.9948823,3.0,310.0,0.0,37.92,-6.96,-28.019999,20.399805,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895614,120.9948823,3.0,310.0,0.0,41.579998,4.56,-22.38,-92.779495,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895614,120.9948823,3.0,310.0,0.0,45.66,3.4199998,11.7,-138.99109,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895614,120.9948823,3.0,310.0,0.0,45.18,-9.179999,4.14,-99.26741,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895633,120.9948672,3.0390000343322754,310.0,0.0,45.48,-1.14,-13.86,136.2009,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895802,120.9948534,3.0,309.0,0.0,47.46,-2.1599998,-6.24,-41.876133,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895802,120.9948534,3.0,309.0,0.0,43.5,-9.78,10.679999,-165.51524,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895802,120.9948534,3.0,309.0,0.0,46.739998,-9.0,-8.4,-80.41918,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.789584,120.9948381,3.0,309.0,0.0,44.16,0.06,-19.92,105.179596,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895844,120.9948302,3.0,309.0,0.0,46.8,-3.1799998,6.42,-80.73808,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895993,120.9948212,3.0,306.0,0.0,43.44,-16.02,10.08,-114.30912,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895979,120.9948134,3.0,306.0,0.0,43.739998,-7.08,-12.599999,-173.6142,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895979,120.9948134,3.0,306.0,0.0,44.879997,-0.06,-13.139999,-77.271645,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895997,120.9948057,3.0,306.0,0.0,44.879997,-11.639999,0.0,-170.67526,0,-84,0,-87,0,0,0,0,0,0,0,15,0,0
24.7895997,120.9948057,3.0,306.0,0.0,40.559998,-19.14,3.54,-120.15614,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7895988,120.9947978,3.0,306.0,0.0,43.68,-3.48,-14.7,131.74437,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896142,120.9947836,3.0,301.0,0.0,44.399998,-0.9,6.2999997,-82.77872,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896142,120.9947836,3.0,301.0,0.0,39.899998,-18.48,5.7599998,152.37718,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896121,120.994776,3.0,301.0,0.0,38.46,-16.56,-15.12,-101.846085,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896121,120.994776,3.0,301.0,0.0,36.48,-5.94,-25.019999,106.37629,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896148,120.9947687,3.0,301.0,0.0,44.04,-2.34,1.5,-72.36465,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896148,120.9947687,3.0,301.0,0.0,38.94,-21.119999,2.04,-132.75122,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896232,120.9947556,3.0,293.0,0.0,40.379997,-7.62,-19.619999,138.74873,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896232,120.9947556,3.0,293.0,0.0,40.62,2.1599998,-18.66,-78.73645,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896247,120.9947478,3.0,293.0,0.0,42.059998,-16.98,4.56,-137.36154,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.789634,120.994738,3.0,287.0,0.0,34.2,-25.74,-1.74,-135.65582,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.789634,120.994738,3.0,287.0,0.0,36.239998,-8.04,-24.359999,150.59067,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896322,120.9947233,3.0,287.0,0.0,43.32,-4.98,-8.58,-85.05863,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896322,120.9947233,3.0,287.0,0.0,37.02,-21.0,11.5199995,-179.61566,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896285,120.9947165,3.0,287.0,0.0,39.059998,-20.4,-2.6399999,-124.82963,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896381,120.9947067,3.0,283.0,0.0,42.719997,-5.46,-13.32,105.126625,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896388,120.9946988,3.0,283.0,0.0,42.66,-11.04,5.3399997,-96.40202,0,-90,0,0,-92,0,0,0,0,0,0,15,0,0
24.7896388,120.9946988,3.0,283.0,0.0,33.6,-24.84,9.12,-130.61417,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896346,120.9946923,3.0,283.0,0.0,39.84,-15.299999,-8.94,172.31915,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896346,120.9946923,3.0,283.0,0.0,44.399998,-3.6,-2.58,-76.747345,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896438,120.994674,3.0,281.0,0.0,37.739998,-16.92,10.559999,-139.55014,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896438,120.994674,3.0,281.0,0.0,36.12,-22.5,10.0199995,-115.336006,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896394,120.9946677,3.0,281.0,0.0,43.8,-5.16,0.24,100.63862,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.789639,120.9946598,3.0,281.0,0.0,42.48,-4.14,12.66,-83.29808,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.789639,120.9946598,3.0,281.0,0.0,36.719997,-20.699999,9.059999,176.96559,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.789649,120.9946452,3.0,276.0,0.0,40.44,-15.78,4.14,141.09018,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.789649,120.9946452,3.0,276.0,0.0,43.92,-5.52,-7.3199997,-148.953,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896434,120.994631,3.0,276.0,0.0,40.14,-16.02,8.099999,-115.93501,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896434,120.994631,3.0,276.0,0.0,32.7,-28.8,5.8199997,-132.20595,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896382,120.9946255,3.0,276.0,0.0,41.52,-14.34,0.24,150.829,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896471,120.9946118,3.0,268.0,0.0,43.44,-10.44,2.7,-65.483215,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896451,120.9946042,3.0,268.0,0.0,32.219997,-26.58,8.58,-168.27084,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896451,120.9946042,3.0,268.0,0.0,31.38,-29.099998,2.9399998,-131.1319,-84,0,0,0,-84,0,0,0,0,0,0,15,0,0
24.7896291,120.994535,3.0,256.0,0.0,39.719997,-17.46,-6.54,-155.41457,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896253,120.9945283,3.0,256.0,0.0,29.519999,-31.08,1.26,-167.1585,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896253,120.9945283,3.0,256.0,0.0,24.06,-35.16,3.12,-145.55156,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896235,120.9945096,3.0,256.0,0.0,39.3,-20.22,-4.08,-161.6138,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896235,120.9945096,3.0,256.0,0.0,37.559998,-21.18,-1.8,-53.463207,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896201,120.9945026,3.0,256.0,0.0,25.38,-33.3,6.0,-164.74728,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896231,120.9944854,3.0,254.0,0.0,34.02,-27.42,3.72,-127.72689,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896231,120.9944854,3.0,254.0,0.0,39.059998,-19.74,0.24,-154.85422,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896124,120.9944753,3.0,254.0,0.0,29.16,-31.019999,5.3399997,-129.9559,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896124,120.9944753,3.0,254.0,0.0,25.74,-34.38,1.3199999,-144.51073,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896075,120.9944695,3.0,254.0,0.0,36.84,-24.539999,2.28,-132.27676,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.789611,120.9944534,3.0,250.0,0.0,40.379997,-19.14,-3.1799998,-120.98015,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896055,120.9944482,3.0,250.0,0.0,28.26,-32.88,-0.35999998,-154.38307,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896055,120.9944482,3.0,250.0,0.0,25.199999,-35.04,-3.12,-139.6308,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896055,120.9944482,3.0,250.0,0.0,37.86,-23.4,-6.8999996,172.6661,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896055,120.9944482,3.0,250.0,0.0,36.6,-25.199999,1.5,-120.656204,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896004,120.9944426,3.0,250.0,0.0,25.5,-34.14,3.12,-170.41208,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896004,120.9944426,3.0,250.0,0.0,26.279999,-32.28,9.179999,-145.27022,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896004,120.9944426,3.0,250.0,0.0,36.48,-20.699999,10.08,-173.2703,-92,0,0,0,-82,0,0,0,0,0,0,15,0,0
24.7896004,120.9944426,3.0,250.0,0.0,31.74,-28.68,4.7999997,-119.029724,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7896004,120.9944426,3.0,250.0,0.0,20.039999,-36.42,6.3599997,-153.8822,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7896019,120.9944035,3.0,245.0,0.0,35.579998,-25.019999,8.099999,-150.48547,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7896019,120.9944035,3.0,245.0,0.0,37.38,-21.42,9.3,-109.03156,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895972,120.9943975,3.0,245.0,0.0,24.539999,-33.6,12.059999,-160.58017,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895906,120.9943943,3.0,245.0,0.0,24.0,-29.039999,17.88,-119.436066,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895906,120.9943943,3.0,245.0,0.0,36.899998,-17.94,15.48,128.82747,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895877,120.9943735,3.0,244.0,0.0,30.96,-27.06,11.7,-119.08745,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895877,120.9943735,3.0,244.0,0.0,21.119999,-36.78,1.74,-169.23895,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895877,120.9943735,3.0,244.0,0.0,28.68,-27.0,17.46,166.7397,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895877,120.9943735,3.0,244.0,0.0,32.82,-24.3,14.16,-128.17122,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895877,120.9943735,3.0,244.0,0.0,23.4,-33.66,7.02,-149.75697,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895782,120.9943488,3.005000114440918,233.0,0.0,17.76,-38.7,2.22,-153.48244,0,0,0,0,-86,-92,0,0,0,0,0,15,0,0
24.7895782,120.9943488,3.005000114440918,233.0,0.0,33.18,-25.5,13.2,-179.87596,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895782,120.9943488,3.005000114440918,233.0,0.0,34.44,-26.699999,8.5199995,-121.22725,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895659,120.9943422,3.055999994277954,233.0,0.0,16.8,-39.3,8.58,168.81186,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895588,120.9943406,3.0820000171661377,233.0,0.0,22.199999,-32.76,13.679999,-142.21732,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895551,120.9943226,3.0,229.0,0.0,35.34,-23.699999,11.099999,-158.70393,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895492,120.9943181,3.0,229.0,0.0,21.72,-35.219997,6.24,-140.93826,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895492,120.9943181,3.0,229.0,0.0,8.46,-41.7,3.1799998,-168.79031,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.789542,120.9943176,3.0,229.0,0.0,26.58,-31.92,9.66,-139.05807,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.789542,120.9943176,3.0,229.0,0.0,28.68,-31.679998,4.74,-123.13422,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895354,120.9943144,3.0,229.0,0.0,11.16,-41.28,1.26,-178.83269,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895243,120.9943,3.0,227.0,0.0,9.179999,-40.86,2.58,-166.59749,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895243,120.9943,3.0,227.0,0.0,28.32,-30.96,7.9199996,150.77391,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895243,120.9943,3.0,227.0,0.0,21.3,-36.0,1.14,-142.34117,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895243,120.9943,3.0,227.0,0.0,12.66,-41.579998,-5.22,-159.35616,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895171,120.9943001,3.0,227.0,0.0,24.0,-36.18,6.24,-156.23578,0,0,0,0,-89,0,-87,0,0,0,0,15,0,0
24.7895171,120.9943001,3.0,227.0,0.0,29.58,-31.5,7.02,-134.89745,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7895171,120.9943001,3.0,227.0,0.0,15.12,-41.76,-2.82,-165.74847,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7895171,120.9943001,3.0,227.0,0.0,2.28,-41.879997,-2.1599998,-175.89455,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7895036,120.9942843,3.0,224.0,0.0,27.539999,-31.32,11.5199995,161.83765,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894911,120.9942625,3.0,219.0,0.0,18.72,-35.94,7.62,-148.07695,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894911,120.9942625,3.0,219.0,0.0,4.68,-42.54,4.44,176.72981,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894771,120.994264,3.0,219.0,0.0,12.24,-38.94,14.16,-153.25568,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894771,120.994264,3.0,219.0,0.0,29.82,-31.38,10.44,-151.14413,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894704,120.9942612,3.0,219.0,0.0,13.08,-40.62,5.64,-177.25134,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894606,120.9942415,3.0,216.0,0.0,1.1999999,-41.399998,3.78,-178.90892,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894536,120.9942435,3.0,216.0,0.0,22.859999,-35.94,8.16,-150.09077,0,0,0,0,-94,0,-92,0,0,0,0,15,0,0
24.7894536,120.9942435,3.0,216.0,0.0,23.34,-35.399998,5.7599998,-145.04417,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894536,120.9942435,3.0,216.0,0.0,6.2999997,-42.36,-2.46,-174.02791,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894467,120.9942457,3.0369999408721924,216.0,0.0,4.7999997,-40.379997,11.34,-162.67151,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894368,120.9942251,3.0,215.0,0.0,21.359999,-29.939999,21.539999,-177.38249,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894368,120.9942251,3.0,215.0,0.0,20.58,-34.44,12.0,-130.08748,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894368,120.9942251,3.0,215.0,0.0,13.5,-40.8,-5.4,-160.32845,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894368,120.9942251,3.0,215.0,0.0,18.779999,-29.46,21.24,-146.79729,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894368,120.9942251,3.0,215.0,0.0,25.08,-31.98,12.24,-139.55577,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894199,120.9942053,3.0,212.0,0.0,14.58,-40.26,-1.5,-164.68309,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
24.7894199,120.9942053,3.0,212.0,0.0,2.52,-42.18,0.59999996,-175.88496,0,0,0,-91,-93,0,0,0,0,0,0,15,0,0
