lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,188_dbm,208_dbm,181_dbm,484_dbm,200_dbm,246_dbm,459_dbm,189_dbm,131_dbm,476_dbm,timestamp,intersection_points,label
24.7894129,120.9949584,9.895999908447266,328.3728942871094,0.0,18.84,8.34,-39.84,33.81251,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894257,120.9949484,9.928000450134277,327.3019714355469,0.0,26.099998,10.8,-35.28,-13.152634,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894257,120.9949484,9.928000450134277,327.3019714355469,0.0,37.62,10.32,-24.6,-79.58173,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894352,120.9949409,9.968999862670898,328.1755676269531,0.0,29.16,9.36,-33.3,-51.144867,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894352,120.9949409,9.968999862670898,328.1755676269531,0.0,21.119999,14.5199995,-35.46,58.908394,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894352,120.9949409,9.968999862670898,328.1755676269531,0.0,30.96,9.96,-30.06,-64.26194,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894352,120.9949409,9.968999862670898,328.1755676269531,0.0,34.26,6.12,-26.22,-64.676254,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.789444,120.9949322,9.956000328063965,327.2648620605469,0.0,31.32,-5.04,-29.34,-39.021645,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.789444,120.9949322,9.956000328063965,327.2648620605469,0.0,37.38,-12.24,-19.74,64.71442,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.789444,120.9949322,9.956000328063965,327.2648620605469,0.0,44.52,-8.46,-2.34,96.12909,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.789444,120.9949322,9.956000328063965,327.2648620605469,0.0,42.719997,-12.179999,10.26,128.3838,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894524,120.9949246,9.949999809265137,327.0891418457031,0.0,39.6,-13.2,-13.74,22.227245,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894524,120.9949246,9.949999809265137,327.0891418457031,0.0,40.559998,0.65999997,-16.44,17.64877,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894524,120.9949246,9.949999809265137,327.0891418457031,0.0,42.18,3.8999999,-11.82,-59.898613,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894524,120.9949246,9.949999809265137,327.0891418457031,0.0,38.94,-1.02,-19.5,-64.40224,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894524,120.9949246,9.949999809265137,327.0891418457031,0.0,32.219997,2.58,-26.939999,89.969185,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894674,120.9949123,9.899999618530273,342.47442626953125,0.0,38.7,3.72,-18.96,-70.95678,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894674,120.9949123,9.899999618530273,342.47442626953125,0.0,35.7,2.46,-22.08,-78.0816,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894674,120.9949123,9.899999618530273,342.47442626953125,0.0,29.279999,-2.76,-29.699999,-4.0514274,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894674,120.9949123,9.899999618530273,342.47442626953125,0.0,29.939999,1.14,-29.039999,-36.317944,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894674,120.9949123,9.899999618530273,342.47442626953125,0.0,38.52,2.82,-17.4,-94.645706,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894845,120.9948977,9.821000099182129,315.5611572265625,0.0,35.28,-0.24,-19.8,-80.83318,-86,-90,0,0,0,0,0,0,0,0,0,0,17,0,1
24.7894845,120.9948977,9.821000099182129,315.5611572265625,0.0,29.939999,2.58,-28.08,-99.33197,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894845,120.9948977,9.821000099182129,315.5611572265625,0.0,33.96,4.02,-23.34,-43.58158,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894845,120.9948977,9.821000099182129,315.5611572265625,0.0,39.0,2.1599998,-17.94,-146.27008,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894899,120.9948825,9.782999992370605,309.67938232421875,0.0,37.62,1.0799999,-20.4,-75.239235,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894959,120.9948746,9.779999732971191,310.97467041015625,0.0,31.859999,2.1599998,-26.34,131.33607,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894959,120.9948746,9.779999732971191,310.97467041015625,0.0,39.239998,1.5,-17.76,-69.67486,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7894959,120.9948746,9.779999732971191,310.97467041015625,0.0,41.52,-1.14,-12.42,-93.85785,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895002,120.9948686,9.730999946594238,310.58782958984375,0.0,37.079998,1.26,-20.1,-47.83799,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895002,120.9948686,9.730999946594238,310.58782958984375,0.0,36.0,4.38,-22.74,-22.367031,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895002,120.9948686,9.730999946594238,310.58782958984375,0.0,41.28,-3.6,-14.34,-98.07396,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895002,120.9948686,9.730999946594238,310.58782958984375,0.0,42.54,-6.3599997,-11.099999,-100.25893,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895057,120.9948603,9.72599983215332,309.9261779785156,0.0,37.68,-1.38,-22.8,-45.846695,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895057,120.9948603,9.72599983215332,309.9261779785156,0.0,36.239998,0.59999996,-24.3,-41.38,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895057,120.9948603,9.72599983215332,309.9261779785156,0.0,41.1,-3.36,-16.02,-96.961555,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895112,120.9948516,9.670000076293945,308.531494140625,0.0,37.86,-3.48,-20.699999,-88.06682,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895112,120.9948516,9.670000076293945,308.531494140625,0.0,30.96,-2.04,-28.859999,14.968344,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895112,120.9948516,9.670000076293945,308.531494140625,0.0,33.719997,-0.17999999,-27.779999,-0.18361825,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895112,120.9948516,9.670000076293945,308.531494140625,0.0,38.82,-4.92,-20.22,-120.09414,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.789523,120.9948338,9.656999588012695,307.6492919921875,0.0,33.84,-3.6599998,-27.0,-85.45115,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.789523,120.9948338,9.656999588012695,307.6492919921875,0.0,32.219997,-1.14,-29.279999,-163.03458,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.789523,120.9948338,9.656999588012695,307.6492919921875,0.0,40.14,-3.0,-20.16,-79.86359,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.789523,120.9948338,9.656999588012695,307.6492919921875,0.0,42.18,-9.12,-14.82,-109.35533,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895292,120.9948252,9.753999710083008,307.9953308105469,0.0,35.94,-6.7799997,-25.5,-85.07572,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895292,120.9948252,9.753999710083008,307.9953308105469,0.0,32.88,-2.6399999,-29.699999,82.095314,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895348,120.9948172,9.899999618530273,308.0375671386719,0.0,38.64,-7.68,-21.539999,-93.96413,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895348,120.9948172,9.899999618530273,308.0375671386719,0.0,39.239998,-8.94,-18.9,-100.13603,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895348,120.9948172,9.899999618530273,308.0375671386719,0.0,35.52,-8.82,-25.859999,-75.253174,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895348,120.9948172,9.899999618530273,308.0375671386719,0.0,33.54,-5.52,-27.599998,-68.53435,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895348,120.9948172,9.899999618530273,308.0375671386719,0.0,38.64,-12.179999,-16.38,-114.13279,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895401,120.9948088,10.074000358581543,307.2810363769531,0.0,35.76,-14.16,-20.939999,-103.47845,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895452,120.9947985,10.060999870300293,306.4659118652344,0.0,33.36,-9.78,-26.34,123.78566,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895452,120.9947985,10.060999870300293,306.4659118652344,0.0,38.64,-8.28,-20.1,-74.24357,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895452,120.9947985,10.060999870300293,306.4659118652344,0.0,40.62,-14.4,-12.059999,-135.5796,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895496,120.9947898,10.050999641418457,305.67474365234375,0.0,38.16,-13.44,-19.08,-99.12944,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895496,120.9947898,10.050999641418457,305.67474365234375,0.0,37.68,-9.54,-22.26,-176.22984,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895496,120.9947898,10.050999641418457,305.67474365234375,0.0,41.46,-10.38,-12.84,-99.31213,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895496,120.9947898,10.050999641418457,305.67474365234375,0.0,42.239998,-11.82,-12.24,-103.00334,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895533,120.9947804,10.036999702453613,304.1964111328125,0.0,40.079998,-9.66,-18.48,-87.03847,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895533,120.9947804,10.036999702453613,304.1964111328125,0.0,40.559998,-7.3199997,-17.88,-71.30555,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895571,120.9947722,10.095000267028809,303.3826599121094,0.0,42.42,-13.92,-9.78,-117.4669,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895571,120.9947722,10.095000267028809,303.3826599121094,0.0,38.76,-16.8,-18.66,-104.69671,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895601,120.9947621,10.09000015258789,302.06024169921875,0.0,34.86,-11.219999,-23.1,-125.84208,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895601,120.9947621,10.09000015258789,302.06024169921875,0.0,39.059998,-13.259999,-14.16,-94.562355,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895601,120.9947621,10.09000015258789,302.06024169921875,0.0,39.42,-18.66,-10.679999,-123.58267,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895629,120.994752,10.104000091552734,300.72833251953125,0.0,34.86,-17.46,-16.92,-107.46914,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895629,120.994752,10.104000091552734,300.72833251953125,0.0,36.719997,-14.759999,-18.42,-176.37035,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895629,120.994752,10.104000091552734,300.72833251953125,0.0,37.739998,-18.18,-7.8599997,-108.72394,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895629,120.994752,10.104000091552734,300.72833251953125,0.0,36.12,-21.66,-6.06,-139.89853,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895658,120.994741,10.09000015258789,298.8228454589844,0.0,33.54,-19.859999,-13.5,-113.8815,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895658,120.994741,10.09000015258789,298.8228454589844,0.0,35.399998,-15.179999,-14.4,-142.06686,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895695,120.9947296,10.006999969482422,297.4239501953125,0.0,33.84,-21.6,-6.72,-119.479,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895695,120.9947296,10.006999969482422,297.4239501953125,0.0,32.46,-25.619999,-5.3399997,-129.237,0,-78,-62,0,0,0,0,0,0,0,0,0,17,0,1
24.7895695,120.9947296,10.006999969482422,297.4239501953125,0.0,34.079998,-19.26,-9.179999,-88.716286,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895695,120.9947296,10.006999969482422,297.4239501953125,0.0,36.96,-14.94,-10.32,-97.565994,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895728,120.9947176,9.97700023651123,295.9914245605469,0.0,35.04,-20.16,-2.52,-140.32387,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895728,120.9947176,9.97700023651123,295.9914245605469,0.0,33.96,-18.84,-4.44,-120.43741,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895757,120.9947077,10.02299976348877,295.35052490234375,0.0,37.44,-9.96,-10.2,-125.06285,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895757,120.9947077,10.02299976348877,295.35052490234375,0.0,38.52,-11.82,-5.58,-101.34095,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895757,120.9947077,10.02299976348877,295.35052490234375,0.0,36.42,-18.6,-0.06,-177.37209,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895782,120.9946981,10.083000183105469,294.7118225097656,0.0,37.38,-15.42,-6.3599997,-111.51831,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895782,120.9946981,10.083000183105469,294.7118225097656,0.0,38.82,-11.46,-9.179999,-136.57584,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895782,120.9946981,10.083000183105469,294.7118225097656,0.0,38.64,-18.42,-1.56,-114.78373,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895792,120.9946881,10.137999534606934,293.10540771484375,0.0,34.38,-23.58,-3.84,-125.26738,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895792,120.9946881,10.137999534606934,293.10540771484375,0.0,36.899998,-19.199999,-4.8599997,-114.62051,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895807,120.9946766,10.157999992370605,291.1995544433594,0.0,35.82,-22.439999,-6.3599997,-99.77607,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895807,120.9946766,10.157999992370605,291.1995544433594,0.0,29.939999,-29.64,-4.44,-133.65038,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895822,120.9946678,10.194999694824219,289.9954528808594,0.0,30.06,-28.68,-7.62,-130.96564,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895822,120.9946678,10.194999694824219,289.9954528808594,0.0,34.14,-18.119999,-16.38,-151.15938,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895822,120.9946678,10.194999694824219,289.9954528808594,0.0,37.8,-13.62,-14.58,-100.237625,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895822,120.9946678,10.194999694824219,289.9954528808594,0.0,37.8,-17.279999,-10.38,-118.40741,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895835,120.9946573,10.199999809265137,288.4578552246094,0.0,36.3,-13.08,-16.08,-105.288246,0,-87,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895835,120.9946573,10.199999809265137,288.4578552246094,0.0,35.7,-9.0,-19.68,-147.14511,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895835,120.9946573,10.199999809265137,288.4578552246094,0.0,37.739998,-17.34,-13.74,-113.17599,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895835,120.9946573,10.199999809265137,288.4578552246094,0.0,35.04,-20.88,-13.62,-116.92914,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895856,120.9946479,10.194000244140625,287.7120361328125,0.0,35.34,-17.46,-16.5,-101.74148,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895856,120.9946479,10.194000244140625,287.7120361328125,0.0,34.44,-13.32,-19.08,-69.44388,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895856,120.9946479,10.194000244140625,287.7120361328125,0.0,34.739998,-19.74,-14.94,-125.23343,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895856,120.9946479,10.194000244140625,287.7120361328125,0.0,31.92,-21.779999,-18.48,-111.721306,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895867,120.9946373,10.175000190734863,284.8096923828125,0.0,34.079998,-18.3,-17.52,162.52922,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895883,120.9946261,10.154999732971191,285.6916198730469,0.0,35.7,-17.52,-11.16,-104.52968,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895883,120.9946261,10.154999732971191,285.6916198730469,0.0,32.94,-23.22,-12.12,-113.367424,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895878,120.9946139,10.125,276.44781494140625,0.0,29.88,-23.46,-18.06,-122.54616,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895878,120.9946139,10.125,276.44781494140625,0.0,33.3,-17.76,-16.38,-151.0897,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895878,120.9946139,10.125,276.44781494140625,0.0,36.3,-21.3,-2.9399998,-114.34083,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895873,120.9946028,10.097999572753906,274.2510681152344,0.0,31.38,-22.74,-12.66,-118.44016,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895873,120.9946028,10.097999572753906,274.2510681152344,0.0,36.0,-16.98,-12.9,-116.572205,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895873,120.9946028,10.097999572753906,274.2510681152344,0.0,37.92,-10.98,-13.679999,108.42727,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895873,120.9946028,10.097999572753906,274.2510681152344,0.0,35.64,-19.14,-10.2,-114.81347,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895873,120.9946028,10.097999572753906,274.2510681152344,0.0,32.34,-22.92,-12.66,-121.655945,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895861,120.9945925,10.185999870300293,270.0080871582031,0.0,36.3,-16.98,-9.9,-119.34153,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895861,120.9945925,10.185999870300293,270.0080871582031,0.0,38.64,-12.84,-10.5,-106.253265,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895861,120.9945925,10.185999870300293,270.0080871582031,0.0,35.28,-21.24,-8.4,-162.74634,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895861,120.9945925,10.185999870300293,270.0080871582031,0.0,34.079998,-21.72,-11.58,-118.632706,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895851,120.9945693,10.130999565124512,264.14208984375,0.0,35.52,-15.059999,-16.02,-151.27663,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895851,120.9945693,10.130999565124512,264.14208984375,0.0,38.76,-17.699999,-6.3599997,-109.25371,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895851,120.9945693,10.130999565124512,264.14208984375,0.0,34.92,-23.4,-6.42,-152.25276,0,-84,-74,0,0,0,0,0,0,0,0,0,17,0,1
24.7895828,120.9945584,10.119999885559082,263.9569396972656,0.0,31.679998,-22.8,-14.7,-127.343124,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895828,120.9945584,10.119999885559082,263.9569396972656,0.0,36.6,-12.84,-17.64,152.20631,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895816,120.9945487,10.093000411987305,263.90057373046875,0.0,38.04,-19.14,-8.46,-114.68005,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895816,120.9945487,10.093000411987305,263.90057373046875,0.0,34.92,-25.439999,-7.44,-124.61261,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895816,120.9945487,10.093000411987305,263.90057373046875,0.0,36.66,-20.939999,-14.04,-128.79353,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895816,120.9945487,10.093000411987305,263.90057373046875,0.0,37.38,-13.86,-15.0,85.36318,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.7895816,120.9945487,10.093000411987305,263.90057373046875,0.0,40.739998,-14.82,-7.9199996,-123.405655,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.789579,120.9945379,10.027000427246094,263.8135986328125,0.0,39.899998,-15.599999,-7.44,-107.74121,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.789579,120.9945379,10.027000427246094,263.8135986328125,0.0,40.32,-9.54,-8.4,171.20335,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.789579,120.9945379,10.027000427246094,263.8135986328125,0.0,39.84,-13.0199995,-9.12,-92.31717,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.789579,120.9945379,10.027000427246094,263.8135986328125,0.0,38.04,-18.48,-3.72,-110.032166,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
24.789579,120.9945379,10.027000427246094,263.8135986328125,0.0,34.68,-21.18,-8.04,-97.906204,0,0,-68,-71,0,0,0,0,0,0,0,0,17,0,1
